payment_id,order_id,payment_method,payment_status,amount,paid_at
963,963,paypal,refunded,4835.29,
964,964,paypal,success,311.73,
965,965,bank_transfer,failed,3700.16,2026-01-30 18:02:49.484403
966,966,bank_transfer,refunded,13952.51,
967,967,paypal,failed,719.49,
968,968,cash,success,5180.04,2026-08-05 17:41:31.725456
969,969,paypal,refunded,1143.75,2026-06-07 17:29:55.914490
970,970,bank_transfer,failed,7740.34,2026-07-30 05:25:57.605261
971,971,bank_transfer,success,5257.22,2026-07-15 08:28:18.939605
972,972,cash,failed,9957.48,2026-06-15 23:07:54.121319
973,973,card,success,10237.46,
974,974,paypal,refunded,4286.81,2026-04-18 18:07:50.922347
975,975,cash,success,5901.05,
976,976,paypal,refunded,5251.47,2026-03-28 10:26:25.063056
977,977,bank_transfer,success,5263.74,2026-05-22 06:50:52.760235
978,978,bank_transfer,failed,10382.1,2026-07-12 20:44:26.016534
979,979,card,refunded,2204.77,
980,980,card,refunded,10081.13,
981,981,bank_transfer,failed,3833.14,
982,982,paypal,success,921.52,2026-07-02 19:11:48.685161
983,983,paypal,failed,355.68,2026-04-03 07:55:54.518744
984,984,bank_transfer,success,14709.04,2026-04-15 17:21:36.357676
985,985,paypal,success,12225.7,
986,986,cash,success,5961.17,
987,987,paypal,failed,1363.11,2026-05-27 01:08:35.833729
988,988,card,refunded,4982.96,
989,989,cash,success,7756.68,2026-05-29 23:12:00.619932
990,990,cash,failed,9986.75,2026-07-22 10:21:29.948777
991,991,paypal,refunded,10450.52,2026-02-17 05:16:52.232475
992,992,bank_transfer,success,9714.88,2026-07-27 16:24:11.387560
993,993,bank_transfer,success,1338.6,2026-07-29 03:33:54.342917
994,994,paypal,success,8320.53,
995,995,cash,success,5548.37,2026-06-19 01:49:51.093895
996,996,paypal,success,2551.37,
997,997,card,success,3461.37,2026-08-04 02:40:21.077474
998,998,cash,refunded,6200.16,2026-06-06 13:54:38.686036
999,999,paypal,refunded,9212.36,2026-07-03 00:59:40.639739
1000,1000,bank_transfer,failed,6635.54,2026-05-25 08:48:47.280152
